公司全名,公司简称,公司规模,融资阶段,区域,行业,职位名称,工作性质,一级类别,二级类别,工作经验,学历要求,工资,职位福利,工作年限,经验要求,salary,月工资
广州实盈网络科技有限公司,实盈集团,50-150人,C轮,天河区,金融,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-15k,"发展空间大,工作环境好,上班自由高,公司福利好","['3', '5']",4.0,"['10', '15']",11.25
广州青蜂信息科技有限公司,青蜂信息,15-50人,不需要融资,天河区,"移动互联网,数据服务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-20k,"地铁周边,行业大牛,福利齐全,发展空间","['1', '3']",2.0,"['10', '20']",12.5
广州诗悦网络科技有限公司,诗悦网络,150-500人,不需要融资,天河区,游戏,平台产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-20k,"靠谱团队,氛围好,破译流水","['3', '5']",4.0,"['10', '20']",12.5
广州骏睿信息科技有限公司,广州骏睿,少于15人,天使轮,天河区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-15k,"五险一金,期权鼓励,节日福利,带薪年假","['1', '3']",2.0,"['10', '15']",11.25
广州皇族文化传播有限公司,德国皇族钢琴,15-50人,不需要融资,越秀区,"教育,文化娱乐",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,8k-12k,"做五休二,高绩效奖,社保五险,老板好好","['3', '5']",4.0,"['8', '12']",9.0
广州未名中智教育科技有限公司,广州未名中智教育,50-150人,未融资,越秀区,"O2O,教育",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,10k-20k,"双休加班少,免费午餐,五险一金","['3', '5']",4.0,"['10', '20']",12.5
广州慧嘉元天广告传媒有限公司,广州慧嘉互动,50-150人,不需要融资,越秀区,广告营销,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,10k-20k,"周末双休,五险一金,弹性工作,高薪福利","['3', '5']",4.0,"['10', '20']",12.5
广州伊的家网络科技有限公司,伊的家,2000人以上,不需要融资,天河区,电子商务,高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,不限,12k-18k,"弹性工作制,月度奖金,年度加薪,五险一金","['3', '5']",4.0,"['12', '18']",13.5
广州扁鸿信息科技有限公司,扁鸿信息,少于15人,不需要融资,越秀区,"医疗健康,移动互联网",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,8k-16k,"股票期权,年终分红,不加班,领导好","['1', '3']",2.0,"['8', '16']",10.0
广州分给网络科技有限公司,分给网络,50-150人,未融资,天河区,移动互联网,app产品经理,全职,运营/编辑/客服,运营,1年以下,大专,4k-6k,"五险,单休,八个小时",['1'],1.0,"['4', '6']",4.5
广东钱端商务服务有限公司,钱端,50-150人,天使轮,天河区,"移动互联网,电子商务",产品经理-业务方向,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,10k-20k,"双休,五险一金,节日福利","['3', '5']",4.0,"['10', '20']",12.5
广东云智硬件有限公司,云智硬件,15-50人,未融资,天河区,硬件 金融,智能硬件产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,8k-12k,"五险一金,周末双休,年终双薪,补充医疗保","['3', '5']",4.0,"['8', '12']",9.0
万惠投资管理有限公司,PPmoney互联网金融平台,500-2000人,上市公司,天河区,金融,产品经理（汽车金融） (MJ000881),全职,产品/需求/项目类,产品设计/需求分析,3-5年,不限,10k-18k,"五险一金,团队氛围好,周末双休,提供早中餐","['3', '5']",4.0,"['10', '18']",12.0
广州市骑鹅游信息技术咨询服务有限公司,骑鹅旅行,50-150人,A轮,海珠区,"旅游,数据服务",高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-20k,"股权激励,弹性工作,大牛团队,十五天年假","['3', '5']",4.0,"['15', '20']",16.25
广州辰岚广告有限公司,辰岚广告,150-500人,不需要融资,天河区,"广告营销,企业服务",小程序产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,8k-15k,"六险一金,团队建设,一年14薪,带薪年假","['1', '3']",2.0,"['8', '15']",9.75
广州合立正通信息科技有限公司,合立正通,150-500人,B轮,番禺区,"移动互联网,硬件",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,12k-24k,"五险一金,周末双休,带薪年假,节日福利","['3', '5']",4.0,"['12', '24']",15.0
广州一大批网络科技有限公司,广州一大批网络科技有限公司,15-50人,未融资,花都区,"移动互联网,电子商务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,12k-18k,五险一金,"['3', '5']",4.0,"['12', '18']",13.5
广州今之港教育咨询有限公司,今之港,150-500人,A轮,海珠区,教育,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,不限,6k-12k,"创业公司,公司旅游,免费零食,周末双休","['3', '5']",4.0,"['6', '12']",7.5
深圳市点购电子商务有限公司广州分公司,点购商城,50-150人,未融资,天河区,金融,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,13K-18K,"五险一金,年底双薪,周末双休,带薪年假","['1', '3']",2.0,"['13', '18']",14.25
广州登山大道科技有限公司,广州登山大道科技有限公司,15-50人,天使轮,海珠区,"电子商务,社交网络",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,8k-15k,"创业公司,发展前景大,资本雄厚","['3', '5']",4.0,"['8', '15']",9.75
广州市星空学堂网络科技有限公司,星空学堂,15-50人,天使轮,天河区,"移动互联网,其他",高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,8k-12k,"环境清雅,弹性上班,年轻团队,发展潜力","['3', '5']",4.0,"['8', '12']",9.0
广州海星网络科技有限公司,海星链,150-500人,不需要融资,越秀区,电子商务,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,8k-12k,"市中心,地铁上盖,五险一金,周末双休","['3', '5']",4.0,"['8', '12']",9.0
广州珺达科技有限公司,珺达科技,15-50人,天使轮,天河区,"移动互联网,社交网络",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,8k-15k,"活动多,零食多,双休","['1', '3']",2.0,"['8', '15']",9.75
广州谦腾信息科技有限公司,谦腾信息,50-150人,A轮,海珠区,"移动互联网,电子商务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,20k-25k,"核心产品线,原型设计,业务需求,产品需求","['3', '5']",4.0,"['20', '25']",21.25
广州棒谷科技股份有限公司,广州棒谷科技股份有限公司,2000人以上,不需要融资,白云区,电子商务,电商产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,10k-18k,"大型电商,高流量,绩效奖金多,双休","['3', '5']",4.0,"['10', '18']",12.0
广州启舟信息科技有限公司,启舟科技,少于15人,天使轮,天河区,"移动互联网,电子商务",高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,12K-24K,"周末双休,项目提成,股票期权,员工旅游","['3', '5']",4.0,"['12', '24']",15.0
广东宜教通教育有限公司,宜教通教育,50-150人,不需要融资,天河区,"移动互联网,教育",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,6k-10k,"产品设计,项目管理","['1', '3']",2.0,"['6', '10']",7.0
广东锦峰集团有限公司广州分公司,锦峰,500-2000人,不需要融资,天河区,移动互联网,高级产品经理-智能家居,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,18k-35k,"临近地铁,扁平化,周末双休,美女多多","['3', '5']",4.0,"['18', '35']",22.25
广州市易股信息技术服务有限公司,易选股,50-150人,天使轮,越秀区,"移动互联网,金融",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-20k,股票期权,"['1', '3']",2.0,"['10', '20']",12.5
广州心康信息科技有限公司,心康科技,150-500人,不需要融资,天河区,"医疗健康,O2O",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,不限,7k-12k,"大牛带队,渠道资源,扁平化管理,周末双休","['1', '3']",2.0,"['7', '12']",8.25
广州市漫灵软件有限公司,漫灵软件,150-500人,未融资,天河区,移动互联网,产品经理（APP）,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,15k-25k,"五险一金,出国旅游,年终奖金,包三餐","['1', '3']",2.0,"['15', '25']",17.5
广东省电信规划设计院有限公司,设计院,2000人以上,上市公司,天河区,"移动互联网,金融",产品经理（支付产品）,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-15k,"高薪,高温补贴,支付","['3', '5']",4.0,"['10', '15']",11.25
广州美亚尚途国际旅行社有限公司,美亚商旅,150-500人,不需要融资,天河区,电子商务,互联网产品经理,全职,产品/需求/项目类,产品设计/需求分析,5-10年,本科,10k-15k,"五险一金,年底双薪,带新年假,员工旅游","['5', '10']",7.5,"['10', '15']",11.25
前海易物（深圳）电子商务有限公司广州分公司,前海易物,150-500人,A轮,海珠区,"电子商务,移动互联网",产品经理（语音）,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,20k-30k,"五险一金,带薪年假,员工旅游,节日福利","['1', '3']",2.0,"['20', '30']",22.5
广州华多网络科技有限公司,欢聚时代（YY Inc）,2000人以上,上市公司,番禺区,移动互联网,产品经理-内容拓展部,全职,产品/需求/项目类,产品设计/需求分析,不限,本科,12k-24k,一线互联网公司，平台大机会多,[],0.0,"['12', '24']",15.0
广州蜂羽云科技有限公司,蜂羽云科技,15-50人,未融资,番禺区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,6k-12k,"技术大牛,弹性工作,绩效奖金,氛围活跃","['1', '3']",2.0,"['6', '12']",7.5
深圳淘淘金互联网金融服务有限公司,淘淘金,150-500人,不需要融资,天河区,"移动互联网,金融",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-20k,"五险一金,年终奖,体检","['1', '3']",2.0,"['10', '20']",12.5
广州广府通信息科技有限公司,广州广府通,15-50人,未融资,越秀区,移动互联网,高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-15k,"创业,国企,互联网","['3', '5']",4.0,"['10', '15']",11.25
广州猫玩网络科技有限公司,猫玩互娱,150-500人,不需要融资,天河区,游戏,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,8k-15k,"五险一金,年终奖,工作餐,下午茶","['1', '3']",2.0,"['8', '15']",9.75
广州市德贤信息科技有限公司,火木新媒体,少于15人,天使轮,天河区,"文化娱乐,广告营销",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,6k-7k,"团队拓展,年终多薪,体检福利,氛围好","['1', '3']",2.0,"['6', '7']",6.25
广州华多网络科技有限公司,欢聚时代（YY Inc）,2000人以上,上市公司,番禺区,移动互联网,产品经理（极速版手Y）,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,14k-28k,"上市公司,平台广阔","['1', '3']",2.0,"['14', '28']",17.5
广州星网世纪科技有限公司,网批网,50-150人,未融资,天河区,"电子商务,企业服务",产品经理,全职,开发/测试/运维类,数据开发,3-5年,本科,16k-20k,"五险一金,年底奖金","['3', '5']",4.0,"['16', '20']",17.0
广东省电信规划设计院有限公司,设计院,2000人以上,上市公司,天河区,"移动互联网,金融",产品经理（数据产品）,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-15k,"高薪,高温补贴,3年经验","['3', '5']",4.0,"['10', '15']",11.25
广州营悦营养健康咨询有限公司,营悦营养,15-50人,天使轮,天河区,"移动互联网,医疗健康",课程设计/产品经理,全职,产品/需求/项目类,产品设计/需求分析,不限,本科,7k-14k,"朝阳行业,弹性自由,奖金期权,加速成长",[],0.0,"['7', '14']",8.75
广州优识科技资讯股份有限公司,广州优识,150-500人,A轮,天河区,移动互联网,高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-15k,"互联网,电子商务","['3', '5']",4.0,"['10', '15']",11.25
广州铠源信息科技有限公司,铠源科技,50-150人,不需要融资,天河区,数据服务、信息安全,高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,5-10年,本科,15k-20k,"高速发展,团队融洽,扁平管理,敏捷开发","['5', '10']",7.5,"['15', '20']",16.25
广州影子控股股份有限公司,影子控股,150-500人,未融资,天河区,"企业服务,数据服务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,17k-34k,"高薪,五险一金,带薪年假,发展空间大","['3', '5']",4.0,"['17', '34']",21.25
广州极天信息技术股份有限公司,极天信息,50-150人,A轮,海珠区,"移动互联网,数据服务",产品经理,全职,产品,产品经理/产品设计师,3-5年,本科,10k-20k,规范的管理、好的福利待遇、轻松的工作氛围,"['3', '5']",4.0,"['10', '20']",12.5
广州爱范儿科技股份有限公司,爱范儿,50-150人,上市公司,海珠区,"移动互联网,企业服务",新媒体产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-20k,"福利全,空间大,环境好,创新","['1', '3']",2.0,"['10', '20']",12.5
北京网梯科技发展有限公司,网梯科技,150-500人,未融资,天河区,"移动互联网,教育",产品经理,全职,产品,产品经理/产品设计师,1-3年,本科,8k-12k,福利待遇好，发展前景好,"['1', '3']",2.0,"['8', '12']",9.0
广州大世信息科技有限公司,大世科技,15-50人,未融资,天河区,"移动互联网,游戏",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,7k-12k,"扁平管理,平台好,团队棒棒,项目奖金","['1', '3']",2.0,"['7', '12']",8.25
广州大象健康科技有限公司,健康猫,500-2000人,A轮,天河区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-18k,"五险一金,带薪年假,培训拓展,年终奖金","['3', '5']",4.0,"['10', '18']",12.0
广州富力地产股份有限公司,富力地产,2000人以上,上市公司,天河区,"移动互联网,电子商务",供应链产品经理,全职,产品/需求/项目类,产品设计/需求分析,5-10年,本科,12k-23k,"上市公司,购房优惠,酒店内部价,学习氛围浓","['5', '10']",7.5,"['12', '23']",14.75
广州智建云信息技术有限公司,智检 - 专注工程现场的SaaS平台,50-150人,A轮,天河区,移动互联网,产品经理,全职,产品,产品经理,3-5年,本科,12k-24k,产品优势明显、弹性工作时间,"['3', '5']",4.0,"['12', '24']",15.0
广州华讯通信技术有限公司,房博士,150-500人,未融资,天河区,"移动互联网,O2O",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,12k-18k,"周末双休,五险一金,带薪年假,年终奖","['3', '5']",4.0,"['12', '18']",13.5
广州西洋汇信息技术有限公司,西洋汇,50-150人,不需要融资,海珠区,"电子商务,移动互联网",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,12k-20k,"办公环境好,发展前景好,福利齐全,晋升","['3', '5']",4.0,"['12', '20']",14.0
深圳量子奇点科技有限公司,量子奇点,15-50人,不需要融资,海珠区,移动互联网 广告营销,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-20k,"五险一金,周末双休,高薪高福利,老板好","['1', '3']",2.0,"['10', '20']",12.5
广州欧科信息技术股份有限公司,广州欧科,150-500人,上市公司,萝岗区,"企业服务,数据服务",产品经理,全职,产品/需求/项目类,项目管理,1-3年,本科,8k-15k,"期权,年终奖,弹性时间,年轻团队","['1', '3']",2.0,"['8', '15']",9.75
彩讯科技股份有限公司,彩讯股份,500-2000人,上市公司,天河区,"移动互联网,生活服务",中高级产品经理（急招）,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-16k,"自由,上升空间大","['3', '5']",4.0,"['10', '16']",11.5
广州易职信信息科技有限公司,易职信,150-500人,未融资,天河区,"企业服务,数据服务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,8k-15k,"岗位晋升,新项目,新平台","['1', '3']",2.0,"['8', '15']",9.75
广州乐宸网络科技有限公司,乐宸科技,15-50人,A轮,海珠区,"移动互联网,O2O",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,9k-18k,"双休,五险一金","['1', '3']",2.0,"['9', '18']",11.25
广州华多网络科技有限公司,欢聚时代（YY Inc）,2000人以上,上市公司,番禺区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,12k-24k,"一线互联网,平台大,机会多,福利好","['1', '3']",2.0,"['12', '24']",15.0
易简广告传媒集团股份有限公司,易简新媒体传媒集团,150-500人,不需要融资,天河区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,7k-9k,"新三板企业,新媒体建设,五险一金,带薪年假","['1', '3']",2.0,"['7', '9']",7.5
阿肯医视云网络信息(北京)有限公司,医视云,50-150人,不需要融资,天河区,"移动互联网,医疗健康",产品经理/高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-18k,"福利全,配合度高,发展快,氛围轻松","['3', '5']",4.0,"['10', '18']",12.0
宜信普惠信息咨询（北京）有限公司广州珠江新城分公司,宜人贷,2000人以上,上市公司,天河区,金融 移动互联网,产品经理,全职,金融类,银行,不限,大专,8K-15K,福利好 无责任底薪 五险一金 双休,[],0.0,"['8', '15']",9.75
广州中传信息科技有限公司,中传信息,50-150人,A轮,海珠区,"移动互联网,游戏",产品经理,全职,产品/需求/项目类,游戏策划,3-5年,本科,10k-20k,"产品经理,数值策划","['3', '5']",4.0,"['10', '20']",12.5
广州万链信息科技有限公司,广州万链,50-150人,未融资,天河区,电子商务,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-15k,"周末双休,弹性工作","['1', '3']",2.0,"['10', '15']",11.25
广州心康信息科技有限公司,心康科技,150-500人,不需要融资,天河区,"医疗健康,O2O",产品经理,全职,产品/需求/项目类,产品设计/需求分析,不限,不限,8k-16k,"全员持股,大牛带队,朝阳行业,福利诱人",[],0.0,"['8', '16']",10.0
广州暖医信息科技有限公司,暖医,少于15人,天使轮,海珠区,"医疗健康,移动互联网",产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,8K-13K,五险一金、年终奖金、年度旅游,"['3', '5']",4.0,"['8', '13']",9.25
广州业速教育科技有限公司,业速教育,15-50人,未融资,天河区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,5-10年,本科,12k-23k,"五险一金,周末双休,平台前景好","['5', '10']",7.5,"['12', '23']",14.75
广东固生堂中医养生健康科技股份有限公司,固生堂中医,2000人以上,D轮及以上,越秀区,移动互联网、医疗健康,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,大专,12k-20k,"双休,定期体检","['3', '5']",4.0,"['12', '20']",14.0
广州金房卡信息科技有限公司,广州金房卡信息科技有限公司,50-150人,A轮,天河区,"移动互联网,O2O",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,13k-18k,"带薪年假,员工下午茶,等等","['1', '3']",2.0,"['13', '18']",14.25
广州华螺网信息技术有限公司,华螺网公司,50-150人,C轮,萝岗区,移动互联网,产品经理,全职,产品,产品经理/产品设计师,1-3年,本科,10k-20k,"五险一金,双休,福利完善","['1', '3']",2.0,"['10', '20']",12.5
广州酷旅旅行社有限公司,要出发,500-2000人,D轮及以上,天河区,"电子商务,生活服务",亲子游产品经理/旅行线路策划,全职,市场/商务/销售类,商务拓展/BD,1-3年,本科,5k-10k,发展空间较大,"['1', '3']",2.0,"['5', '10']",6.25
广州合富信息科技有限公司,房王网,150-500人,不需要融资,天河区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,7k-12k,"五险一金,年终奖,季度晋升,带薪年假","['1', '3']",2.0,"['7', '12']",8.25
博智税诚（广东）科技有限公司,博智税诚,15-50人,天使轮,天河区,其他,产品经理,全职,产品/需求/项目类,产品设计/需求分析,5-10年,本科,10k-14k,"五险一金,五险一金,交通补贴","['5', '10']",7.5,"['10', '14']",11.0
广州菌源保生物科技有限公司,俏婴童,15-50人,不需要融资,番禺区,电子商务,产品经理,全职,产品/需求/项目类,项目管理,1-3年,大专,8k-15k,"五险一金,双休,年终奖,另一半","['1', '3']",2.0,"['8', '15']",9.75
广州米研网络科技有限公司,米研网络,15-50人,未融资,天河区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1年以下,大专,6k-10k,"晋升空间大,周末双休,办公环境好,公司福利好",['1'],1.0,"['6', '10']",7.0
广州虎牙信息科技有限公司,虎牙信息,500-2000人,B轮,番禺区,"社交网络,游戏",产品经理（营收方向）,全职,产品/需求/项目类,产品设计/需求分析,不限,本科,17k-34k,"发展空间大,工作氛围好,精英团队,团队大牛多",[],0.0,"['17', '34']",21.25
广州华多网络科技有限公司,欢聚时代（YY Inc）,2000人以上,上市公司,番禺区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,15k-30k,"大平台,高成长,福利好","['1', '3']",2.0,"['15', '30']",18.75
铂涛信息技术（广州）有限公司,铂涛旅行,500-2000人,未融资,海珠区,"移动互联网,旅游",（资深）高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,5-10年,本科,20k-40k,"五险一金,绩效奖金,周末双休,超一亿会员","['5', '10']",7.5,"['20', '40']",25.0
广州齿腔医疗器械有限公司,招聘程序员,15-50人,未融资,荔湾区,"电子商务,医疗健康",产品经理,全职,设计类,视觉设计/平面设计,不限,不限,6k-9k,"住房补贴,五险一金,带薪假期,创业扶持",[],0.0,"['6', '9']",6.75
深圳市易商云科技有限公司,Runwise,50-150人,不需要融资,越秀区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,硕士,15k-30k,"精益创新,内部创业,精英团队,快速成长","['3', '5']",4.0,"['15', '30']",18.75
广州图普网络科技有限公司,图普科技（深度学习图像识别云）,50-150人,A轮,天河区,"移动互联网,数据服务",AI产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-25k,"人工智能,弹性工作,发展空间大","['3', '5']",4.0,"['15', '25']",17.5
广东道一信息技术股份有限公司,道一信息,500-2000人,上市公司,天河区,移动互联网,产品经理（高薪急聘）,全职,产品/需求/项目类,产品设计/需求分析,5-10年,大专,12k-20k,"双休,活动多,领导棒","['5', '10']",7.5,"['12', '20']",14.0
广州邦聚网络技术有限公司,邦聚网络,15-50人,未融资,天河区,移动互联网,产品经理,全职,产品/需求/项目类,项目管理,1-3年,本科,8k-9k,"福利多,气氛好,下午茶,活动派对","['1', '3']",2.0,"['8', '9']",8.25
广州市挚联数码科技有限公司,挚联,15-50人,未融资,天河区,电子商务、数据服务,产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,13K-26K,双休，社保，带薪年假，福利多,"['3', '5']",4.0,"['13', '26']",16.25
广东鑫荣投资有限公司,鑫荣,,,越秀区,,高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,不限,大专,8K-10K,周末双休，九点半上班，六点下班。时间自由,[],0.0,"['8', '10']",8.5
广州师道互联网科技有限公司,广州师道,少于15人,未融资,海珠区,"移动互联网,广告营销",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,8k-15k,知识IP,"['1', '3']",2.0,"['8', '15']",9.75
深圳市点购电子商务有限公司广州分公司,点购商城,50-150人,未融资,天河区,金融,产品经理,全职,产品,产品经理,3-5年,大专,15k-20k,互联网+金融电商理财、年轻化团队,"['3', '5']",4.0,"['15', '20']",16.25
广州市新娱加娱乐传媒文化有限公司,新娱加传媒,150-500人,C轮,天河区,文化娱乐,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10k-15k,"发展平台,团队氛围好,五险一金,周末双休","['1', '3']",2.0,"['10', '15']",11.25
广州德道信息科技有限公司,德道,15-50人,不需要融资,天河区,"移动互联网,其他",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,10K-20K,带薪假期,"['1', '3']",2.0,"['10', '20']",12.5
广州市千云信息科技有限公司,每日V,50-150人,A轮,天河区,移动互联网,产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,6k-7k,"团队拓展,年终多薪,体检福利","['1', '3']",2.0,"['6', '7']",6.25
广州卓牛信息科技有限公司,卓牛科技,15-50人,天使轮,天河区,移动互联网,高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-25k,"出海方向,上升空间大,五险一金,带薪年假","['3', '5']",4.0,"['15', '25']",17.5
广州智选网络科技有限公司,广州智选网络科技有限公司,50-150人,A轮,天河区,移动互联网,高级产品经理,全职,产品,产品经理,3-5年,本科,20k-40k,给你提供为人们的购物做出积极贡献的舞台,"['3', '5']",4.0,"['20', '40']",25.0
广州京墨医疗科技有限公司,广州京墨,15-50人,不需要融资,海珠区,"移动互联网,医疗健康",产品经理,全职,产品/需求/项目类,产品设计/需求分析,不限,本科,5k-8k,"项目多,周末双休,五险一金",[],0.0,"['5', '8']",5.75
汇通宝支付有限责任公司,汇通宝,500-2000人,上市公司,萝岗区,"电子商务,金融",产品经理,全职,产品/需求/项目类,产品设计/需求分析,5-10年,本科,10k-18k,"五险一金,团队氛围好","['5', '10']",7.5,"['10', '18']",12.0
广州合摩计算机科技有限公司,爱员工,150-500人,B轮,天河区,移动互联网,金融产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,15k-30k,"牛人多,架构扁平,上升空间大","['3', '5']",4.0,"['15', '30']",18.75
广州欢拓网络科技有限公司,欢拓网络,15-50人,A轮,天河区,"移动互联网,教育",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,大专,8k-12k,"餐饮补贴,年度旅游,节日福利","['1', '3']",2.0,"['8', '12']",9.0
广州小鹏汽车科技有限公司,小鹏汽车,150-500人,A轮,黄埔区,"移动互联网,硬件",车载系统产品经理/资深产品经理/专家,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,18k-36k,前景好,"['3', '5']",4.0,"['18', '36']",22.5
广东世纪晓教育科技有限公司,晓教育,2000人以上,不需要融资,天河区,教育,产品经理（互联网在线教育）,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-15k,"风口行业,年终奖,行业前三,年度旅游","['3', '5']",4.0,"['10', '15']",11.25
广州点睿信息科技有限公司,点睿科技,15-50人,未融资,海珠区,"移动互联网,企业服务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,6k-10k,"扁平化管理,发展前景好,氛围宽松,同事随和","['1', '3']",2.0,"['6', '10']",7.0
铂涛信息技术（广州）有限公司,铂涛旅行,500-2000人,未融资,海珠区,"移动互联网,旅游",（资深）高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,5-10年,本科,20k-40k,"五险一金,绩效奖金,周末双休,超一亿会员","['5', '10']",7.5,"['20', '40']",25.0
广州市领宝网络科技有限公司,领宝科技,50-150人,A轮,天河区,"电子商务,企业服务",产品经理,全职,产品/需求/项目类,产品设计/需求分析,1-3年,本科,7k-12k,"金融服务,学习机遇多,晋升空间大,五险一金","['1', '3']",2.0,"['7', '12']",8.25
广州爱拍网络科技有限公司,爱拍原创,150-500人,D轮及以上,天河区,文化娱乐,高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-20k,金装团队,"['3', '5']",4.0,"['10', '20']",12.5
论客科技（广州）有限公司,Coremail论客,150-500人,不需要融资,番禺区,"移动互联网,企业服务",高级产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,10k-20k,"周末双休,五险一金,年终奖,绩效奖金","['3', '5']",4.0,"['10', '20']",12.5
三七互娱（上海）科技有限公司,三七互娱,2000人以上,上市公司,天河区,游戏,海外产品经理,全职,产品/需求/项目类,产品设计/需求分析,3-5年,本科,12k-24k,"上市公司,平台好,绩效奖金","['3', '5']",4.0,"['12', '24']",15.0
